Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,ME1 OP5,ME1 OP6,ME1 OP7,ME1 OP8,ME1 OP9,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME2 OP6,ME2 OP7,ME2 OP8,ME2 OP9,ME2 OP10,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME3 OP6,ME3 OP7,ME3 OP8,ME3 OP9,ME3 OP10,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,ME4 OP6,ME4 OP7,ME4 OP8,ME4 OP9,ME4 OP10,ME5 OP1,ME5 OP2,ME5 OP3,ME5 OP4,ME5 OP5,ME5 OP6,ME5 OP7,ME5 OP8,ME5 OP9,ME5 OP10,ME6 OP1,ME6 OP2,ME6 OP3,ME6 OP4,ME6 OP5,ME6 OP6,ME6 OP7,ME6 OP8,ME6 OP9,ME6 OP10,ME7 OP1,ME7 OP2,ME7 OP3,ME7 OP4,ME7 OP5,ME7 OP6,ME7 OP7,ME7 OP8,ME7 OP9,ME7 OP10,ME8 OP1,ME8 OP2,ME8 OP3,ME8 OP4,ME8 OP5,ME8 OP6,ME8 OP7,ME8 OP8,ME8 OP9,ME8 OP10,ME9 OP1,ME9 OP2,ME9 OP3,ME9 OP4,ME9 OP5,ME9 OP6,ME9 OP7,ME9 OP8,ME9 OP9,ME9 OP10,BIG LoOP,ME10 OP2,ME10 OP3,ME10 OP4,ME10 OP5,ME10 OP6,ME10 OP7,ME10 OP8,ME10 OP9,BIG HiOP
200807,  -1.7616,  -2.3831,  -2.4053,   2.4471,   3.0356,   1.1210,   3.7119,   2.1558,  -0.0732,  -0.7549,   4.0876,   4.0591,   9.3642,   5.9228,   9.0811,  10.7012,  10.6176,   9.4928,   5.0843,   5.2822,   4.6040,   1.6400,   5.5641,   4.1818,   6.0509,   6.4290,  -2.0427,   2.9394,   5.6840,   0.2407,   4.7525,   5.9451,   5.4178,   0.1473,   4.4207,   1.4754,   4.4274,   8.5424,  -2.4436,   4.5967,  -1.2218,   2.8202,   3.3289,   2.8187,   3.9083,  -0.4134,   2.2009,  -4.6287,   3.9939,  -4.9824,   1.4463,   0.1147,   3.4854,  -0.4827,   4.0501,  -4.2112,   4.4002,   0.6285,  -0.6422,  -1.7083,  -0.2939,  -5.7485,   2.0368,   3.3578,  -1.7451,  -3.5468,  -2.9179,  -4.4894,  -6.6151,  -4.5648,  -2.2526,  -1.9440,  -7.7284,  -6.2806,  -1.1909,  -3.2676,   0.8432,  -3.4447,  -2.7441,   0.3118, -11.8719,  -1.9546,   1.2864,   3.3707,   4.0325,  -2.7362,  -9.6183,  -1.2254,  -6.8897,   1.6057,   1.6191,   1.7283,  -2.8676,  -0.8023,   3.4705,   0.0330,  -2.5740,  -0.4700,  -5.7009,   1.5994
200808,  -0.9765,   4.5028,   2.1123,   1.4847,   3.3996,   4.0321,   4.4490,   5.1082,   4.9532,   2.6416,   1.0185,   8.6230,   6.9226,   2.8663,   6.4851,   2.6723,   0.4639,   6.6501,   3.7457,   4.6083,   2.9725,   5.2315,   4.4464,   7.7538,   4.5430,   5.0468,   0.6746,   5.6375,   6.0094,   6.3526,   6.5256,   6.6960,   4.0601,   8.4992,   2.6527,   6.8556,   2.5638,   9.9739,   6.0778,   7.8789,  -0.0689,   6.1556,   2.3965,   3.3557,   5.0103,   8.3681,   4.6651,   4.1985,   5.2736,   0.1814,   5.8216,   1.2057,   5.9717,   4.8764,   3.7436,   1.0642,   0.8848,   4.8051,   3.0517,   2.8216,   5.1706,   0.6863,   2.6675,   3.1910,   2.0891,   2.8940,  -0.0053,   0.6654,   1.5136,   0.3963,  -3.6187,  -0.7124,   3.1250,  -0.4336,   0.6652,   5.5288,   1.1489,   2.4562,   2.1175,   1.9647,  -8.0547,  -6.2993,   5.9909,   0.0686,   0.0336,  -0.0336,  -5.3758,   1.7358,   0.9089,   2.9239,   0.4426,  -2.5865,  -2.8630,  -2.1489,  -0.2962,   2.2195,   2.7268,   1.9095,   2.2112,   0.8648
200809, -15.9493,  -9.0881,  -9.4349,  -6.2922,  -7.1697,  -8.5287,  -8.3594, -13.7992, -14.2628, -10.3251, -10.6405,  -7.5280,  -2.6188,  -6.2739,  -4.8950,  -3.9784,  -4.7918,  -4.4226,  -9.5854, -13.1476, -10.0494,  -9.6132,  -5.7316,  -6.4430,  -6.2952,  -7.1966,  -5.0584,  -5.5091, -11.8245,  -9.1759,  -8.2478,  -9.2641,  -7.9491, -10.4349,  -8.4545,  -0.4043,  -3.0988,  -8.5585,  -4.9053, -11.0890, -11.7707, -15.1517, -12.0073, -10.7184,  -9.4167,  -7.7931,  -6.7149,  -8.2899, -16.0109, -10.4990, -12.9565,  -6.6785,  -8.7077, -13.7285,  -6.7795, -11.1511,  -9.9522, -11.0235, -13.3962,  -8.3035, -16.9980, -11.4211, -13.9987,  -9.2863, -11.5664,  -9.9330, -10.9001, -10.8595, -15.6162, -13.4235,  -5.0745, -17.8012, -11.6619, -22.5231,  -8.4044, -12.3067, -11.1436, -13.6642, -19.6086, -10.8224, -29.3587, -11.8542,  -7.6784,  -8.2516,  -7.9256, -13.9796, -17.5648, -11.4513, -15.8569, -10.3772,  -2.5160, -23.9358, -18.0189, -17.2707,  -7.1643,  -9.1921,  -8.7806,  -9.3789, -10.3966,  -9.3570
200810, -22.1475, -21.3880, -19.0566, -14.8943, -14.7872, -15.7629, -18.4612, -17.7590, -21.1440, -24.5761, -23.6702, -27.2753, -15.6380, -19.3159, -21.8822, -18.0428, -17.2687, -19.6628, -19.9673, -31.4599, -29.4829, -24.5087, -18.5694, -19.9771, -22.5558, -15.7555, -30.4015, -29.4740, -20.7563, -29.8443, -22.9324, -20.2900, -21.4183, -23.8911, -23.8632, -19.2177, -24.9387, -16.3334, -21.0123, -28.0187, -26.9116, -21.9762, -19.8591, -18.4874, -22.6725, -18.5986, -19.8254, -16.7582, -24.5204, -25.4939, -21.1650, -28.0154, -13.9960, -27.4351, -19.3348, -17.4156, -19.7159, -22.1176, -24.7003, -18.3638, -23.3164, -24.9326, -22.8071, -22.8283, -19.4319, -21.3869, -23.1087, -23.8891, -23.4023, -25.6721, -16.0844, -26.0928, -15.7662, -25.0531, -17.6440, -28.4231, -22.9808, -21.4259, -23.2773, -19.9306, -31.1831, -25.8294, -32.2832, -22.9139, -21.7375, -17.2137, -21.5804, -18.2510, -20.6295, -19.2345, -26.9124, -26.7193,  -9.5427, -29.7498, -19.5593, -12.9271, -18.2679, -14.5865, -20.1119, -12.7204
200811, -16.8617, -17.0755, -17.0093, -16.5548, -14.2522, -14.1785, -14.8260, -15.9852, -22.3888, -17.8515, -13.8221, -13.7028, -11.1827, -16.1176, -13.1905, -15.9075, -10.6228, -14.0006,  -9.7992, -10.3299, -15.6847, -13.3207,  -9.7242, -13.2174, -13.4572, -10.0196, -23.7978,  -7.4089, -19.8558, -22.0566, -17.0330, -12.8471, -15.4676, -12.6490, -12.6010, -10.8680,  -6.1218, -11.6127,  -4.8095,  -2.7752, -14.9693,  -7.6213, -12.1662, -11.1559, -13.8800,  -9.8981, -16.7555,  -9.4334, -17.0478, -21.1376, -12.9675,  -2.0907,  -5.5919,  -8.9192,  -4.8296,  -4.8439,  -9.4591, -10.9248, -13.9170, -16.8080, -16.9866, -10.3142, -16.5032, -12.1358, -13.1239, -11.0667,  -9.4518,  -9.1980,  -5.7923, -16.0678,   1.1565, -23.4595, -11.4479,   2.1376,  -7.0217, -17.9840,  -4.3363, -12.0535, -11.2153,  -6.9225, -11.2831, -15.0134, -24.2003, -10.3941, -14.1490,  -6.1174,  -1.9911,  -7.7927, -11.3317, -14.8781, -16.6038, -12.9090, -11.3386,  -4.4256, -12.6285,  -6.6949,  -4.2886,  -6.1669,  -4.6753,  -5.3189
200812,  -0.3028,   0.1510,  -0.7697,  -1.9458,   3.6513,  -3.1208,   0.1369,   0.1652,  -1.1626,   4.7274,   2.6440,   9.5107,   4.8057,   5.6823,   7.0990,   6.6584,  13.1035,  11.6612,   3.3745,   4.4462,   1.9854,  13.4385,   8.4261,  15.6657,   9.0340,   6.5121,  17.7926,   5.4708,   6.2938,   3.3254,   3.7609,   6.8571,  14.3221,   2.4240,   1.7989,   3.4322,   5.6561,   8.4848,   3.0670,   8.7701,   9.4097,   6.4291,   1.3196,   7.9919,   2.1879,   3.9446,   4.6112,   3.9275,   6.9416,   6.1499,   5.9803,   9.3208,  -0.0110,   8.6001,   3.9069,   5.4459,   7.8271,   9.5068,  -0.7041,   7.6367,   6.7712,   3.0568,   3.0001,  10.2941,   5.2454,   2.2249,  -0.7702,   7.2167,   3.5852,  10.5807,   5.2201,  11.2355,   2.0444,  -0.9958,   3.9076,   3.0745,   2.6684,   5.7627,   4.6166,   6.5559,  -6.2424,   8.5951,  17.7560,   9.0525,  -1.8382,   5.0132,  -0.9595,   3.7663,   1.4293,   2.7164,  -8.1946,   2.9272,   3.0885,  19.4309,  -1.6629,   0.3666,   0.6785,   2.8922,  -1.1049,   4.4118
200901,   7.5635,  -1.5159,  -4.1751,  -7.3921,  -9.3090,  -4.3333,  -4.6245,  -2.9766,  -4.7376,   0.3035,  -3.7888, -14.2381, -16.5727, -16.3590, -16.9026, -20.6432, -15.6798, -13.2288, -12.6554, -12.9489,   1.2946,  -8.6661, -13.0056,  -9.2688, -10.4438, -13.7219, -12.2875, -15.8903,  -9.7432, -11.0329,  -6.5458, -12.9175, -16.3305, -11.4767,  -6.3486, -16.3587,  -8.0374, -11.2906,  -5.4377,  -8.8012,  -9.9603,  -8.2137, -12.2276,  -8.8299,  -7.1276,  -8.9824,  -9.9441, -12.3276,  -7.9047,  -8.5915,  -4.6100,  -9.7707,  -6.8732,  -6.7372,  -9.9097,  -8.3127, -12.7605,  -4.3714,  -8.3723,  -2.7293,  -0.7519,  -8.0722,  -8.0319,  -5.7608, -10.3842,  -6.8242,  -3.7237,  -7.2165,  -8.1133,  -2.1725,   7.0681,   1.1520, -10.3900,  -5.9002, -10.0996,  -9.9630,  -6.7757,  -3.8126,  -6.2649,  -5.1578, -10.7811,  -7.6335, -15.1870,  -6.8499, -12.9155,  -4.1539,  -1.3628,  -3.8273,  -3.4426,  -7.8096, -21.9164,  -4.7585,  -1.5872, -10.6336, -12.5944, -10.2461,  -6.8534,  -4.1729,  -5.5478,  -5.5175
200902, -10.1498, -10.9208, -13.5094,  -8.9755, -15.4084, -14.7315, -14.5600, -16.5437, -13.5738,  -9.6137, -12.5558, -10.8707, -11.4480, -17.2751, -14.6311, -13.8016, -13.7279, -10.6852, -13.1595,  -8.7617, -14.6020, -12.7071, -13.9153, -18.1617, -16.2788,  -9.1412, -17.2921, -10.2422, -10.3477, -13.0523, -17.0160, -13.2530, -14.4594, -12.9693, -16.7265,  -7.7310, -12.7420,  -7.3305, -11.7286, -13.9840, -12.5245, -11.5759, -12.7051, -11.1741,  -6.8672, -10.9038, -12.4977,  -9.9870, -20.9453, -12.8349, -18.1737,  -3.8646, -12.2226, -16.2881,  -3.6235, -11.1038, -11.3577,  -9.9593, -15.6308,  -5.8010,  -4.2214, -20.9169, -13.1188, -14.1861, -18.3955, -10.1335,  -9.1366,  -8.6606, -11.4850, -11.2757,  -2.4533, -23.6349,  -8.0508,  -6.9112,  -9.5534, -11.1638,  -9.0214, -11.1021, -10.5076,  -5.8393, -14.2816,  -9.5931, -20.0841, -14.4681, -13.2968, -13.5982, -10.3153,  -9.4073,  -1.6933, -10.1961, -29.1722, -10.8119,  -7.8269, -19.6978, -17.8905, -12.9232,  -9.8693, -11.0211,  -7.7142,  -5.3268
200903,  13.1945,   7.7168,  14.4570,  12.1771,   9.3724,  10.1688,  15.6910,  12.5719,  16.2735,  17.1180,  15.4412,  18.7901,  13.0201,  12.4865,  19.1028,  19.4148,  17.7786,   7.3316,  25.0189,   8.5749,  14.1997,  12.9353,  12.5528,   9.6271,   8.1946,   7.1296,  14.7895,  10.1089,  15.3607,   7.1685,  21.7622,  14.2453,  14.8411,  10.7717,  12.1779,  14.4577,   9.1048,  12.8354,   5.6173,  18.2264,  16.3179,  11.1584,  21.1503,  10.5322,   8.6870,   7.3967,   6.9409,  11.3549,  10.6239,  15.1207,   9.2259,  17.7729,   6.1425,   9.4386,  13.5097,   9.6394,   9.4481,   7.8077,  13.8230,   8.0352,  11.2585,  20.1511,  17.9075,  12.3540,  10.8679,  10.2188,  14.0456,   7.1805,   7.7510,   9.8560,   3.9298,  20.1720,   5.5253,   7.2359,   9.7777,  10.2651,   6.8723,   9.4576,   5.3268,   9.8716,  24.8963,  10.0134,   3.0413,  -2.0541,   9.1414,   9.7540,   7.3945,  10.3591,  10.2368,  11.9612,  52.0447,  32.5949,   3.8598,  14.0865,  19.3645,   7.1576,  10.1461,   8.9764,   7.8596,  11.5110
200904,  21.0802,  16.3906,  22.6486,  15.9762,  17.9324,  19.2993,  12.4740,  17.3378,  35.4857,  28.0156,  26.8325,  22.9787,  16.7576,  29.7369,  29.6148,  19.8452,  28.5772,  15.6430,  34.9860,  21.7828,  26.4945,  16.9276,  15.6924,  32.1999,  28.2515,  18.3850,  34.3613,  24.0564,  41.7866,  48.8894,  21.2162,  24.5862,  14.7401,  28.8606,  17.9635,  19.6160,  21.6037,  26.6171,  19.4009,  30.0905,  27.4348,  24.0564,  24.3152,  16.1258,  33.6389,  19.1234,  25.2903,  17.3678,  27.9494,  30.6277,  22.9491,  21.7618,  10.3030,  23.7017,  14.1594,  20.8820,  29.5044,  22.4025,  31.4159,  23.2307,  18.4812,  40.2880,  19.7310,  28.5845,  25.9260,  18.1941,  18.8055,  20.9517,  19.1682,  21.8810,   8.2942,  25.3802,  14.9451,  16.5984,  11.4264,  24.7110,  17.5135,  23.8950,  21.9872,  15.0806,  32.1857,  27.3021,  59.2240,  14.1328,  31.0046,   9.1614,  20.3791,  13.8256,  13.9744,  21.9894,   9.2894,  14.2739,   9.2545,  16.5904,  24.8111,  12.3356,  10.6243,   8.1417,  14.0297,   6.7291
200905,  16.5100,  11.0552,  11.1660,   9.5548,   5.9886,   5.0003,  17.6146,   5.8703,  10.1578,  18.3705,   9.4135,   2.2003,   2.3869,   4.7940,   9.0148,   7.1575,   5.5254,   3.0192,   2.3366,   5.7208,  10.9124,   5.1187,   3.3835,   0.2097,   8.7826,   6.2116,   6.4154,  -0.7530,  -2.0606,  17.8731,   8.3626,   8.9946,   9.1232,   8.9923,   6.9356,   1.6044,   0.0102,   4.8785,  13.4325,  13.3474,   4.0134,   8.4728,   2.5743,   1.8078,   1.4277,   4.2190,   4.2460,  10.3950,  12.8697,   5.3892,   7.6602,  -0.7452,   8.9288,   7.0110,   1.0467,   3.4318,   3.4929,   3.8202,  11.4319,   9.1003,   6.1588,   9.8487,   4.8220,   0.7627,  13.5051,  10.4408,   7.6571,   3.1793,   8.1493,   4.7651,  -0.2998,  17.6152,   8.8948,  -3.5516,   7.5067,   5.1763,   8.4961,   8.7040,   4.7132,   5.1843,   7.5800,  11.2968,   5.0035,  17.7372,   3.1363,   6.3680,  10.3271,   7.4735,   5.8639,   6.9449,  13.9810,  16.5659,   9.5203,  12.6166,   6.5950,   5.2994,   7.8848,   5.7523,   9.3914,   3.1008
200906,   8.6028,   2.7107,   2.9833,   3.0771,   2.5668,   4.8487,   1.8840,   4.7682,   7.8352,   4.2900,   6.9283,   2.9482,   4.0139,   3.6077,   5.8752,  -0.5420,   2.6445,  12.4328,   0.2216,  -1.9387,   8.1898,   1.3709,   3.2721,   4.1645,   3.6381,   3.2524,  -7.0395,   1.1695,   1.7713,   3.6818,   5.2093,   1.0172,   2.7660,   2.4908,  -2.8649,   1.7820,   0.1843,   0.0263,  -1.4174,  -4.1576,   7.2017,   0.4688,   4.0931,   2.2696,   3.2785,  -0.5499,  -0.7285,   5.8596,  -5.1604,  -3.5185,   0.0614,   2.8692,   1.1616,   2.4543,  -0.4815,  -2.0247,  -2.6202,  -1.8439,  -0.9164,  -2.2635,  -1.6138,  -0.9548,   0.6207,   3.0677,  -1.3240,   0.1901,   0.2959,   1.3199,  -5.5118,   1.0720,   3.1030,   7.3315,  -0.8847,  -0.7158,  -0.1908,   1.2225,   0.3025,  -4.1856,   0.1626,   1.8916,  -5.5589,  -3.3670,  -6.2892,  -4.0067,   5.0951,   5.2168,   0.4592,  -0.7569,  -2.4261,  -0.9810,  -8.6052,  -4.2404,  -1.9940,  -0.9525,   1.2072,   0.5807,  -2.7767,  -0.5721,  -2.7584,   6.2240
200907,   6.2995,   8.1088,   6.5010,   8.3915,   5.1021,   8.1509,  18.0820,  14.3214,   7.6891,  21.1395,  10.6775,   9.0871,   7.4367,  10.6157,  11.2473,   8.6481,  12.1384,   7.6137,   5.8020,  15.1994,  11.4392,   9.5427,   7.4878,   9.8160,  13.0112,  10.1780,  10.0111,   8.2644,   3.8849,  11.6147,   5.0735,   9.2285,   6.6651,   9.5774,   7.5954,   8.1855,  13.7455,  10.5084,  12.7028,  14.9076,  15.3090,  11.9150,  12.0481,   9.7590,  14.0762,   6.0984,  12.3901,   6.7337,   6.4713,  12.5300,  11.6293,   5.2772,   9.9412,   7.3908,   8.7417,   9.0460,  10.6192,  12.4404,  11.2553,  11.7934,   9.9355,   5.5155,   7.8519,  12.4222,   6.3532,   8.7371,   5.8760,  12.7585,   7.3852,  11.7547,   7.0376,   4.2581,   9.6576,  11.9070,   7.5917,  11.7550,   9.5240,   5.7355,  10.8688,   9.8617,  10.8067,  14.7500,   8.8331,   7.2220,  10.6550,   9.2283,   8.7650,   7.0594,   6.9125,   5.8105,  10.5476,   1.5217,   6.6539,  13.3434,   9.5885,   9.4225,   7.6390,   6.9481,   6.6643,   7.1704
200908,  13.5889,   6.1324,   8.5433,   3.9803,   5.9090,   6.8773,   6.8087,  14.7227,   4.0066,  13.9761,   4.7077,   2.2069,   2.8870,   0.2402,   4.9338,   4.3784,   3.1655,   5.8284,  15.0724,   6.5353,   2.6121,  -0.3328,  -0.2954,   0.4340,   1.5915,   4.0232,   1.7985,  -0.8016,   0.8271,   1.7685,   5.0314,   2.3835,   9.4137,   2.3306,   2.5928,   6.0132,   6.2328,   2.2169,  -0.9853,   3.7354,   2.3345,   3.7864,   7.1946,   4.5997,  -0.0803,   2.4114,   4.0423,   5.3273,   1.7077,   4.5912,   4.6144,   3.0103,   2.9627,   3.2830,   0.6924,   4.0209,   0.9465,   2.6030,   2.1242,   2.6196,   8.3506,   4.3177,   5.2020,   1.7178,   1.7589,   3.2073,   2.9245,   2.3833,   5.4295,   6.4656,  38.3924,   3.4335,   9.0205,   2.6442,   1.0431,   4.3956,   3.5222,   3.1137,   5.2839,   1.8614,   2.2633,  11.6675,   4.2665,   0.9275,   4.3136,   7.2670,   4.6562,   2.4013,   3.1560,   1.4904,  16.7409,   3.8590,   7.1707,  -0.0275,   6.4680,   1.5353,   1.4948,   3.2783,   1.7223,   2.1706
200909,  11.2508,   4.8131,   2.8454,   4.6347,   6.6301,   6.1403,  10.4671,   4.9245,  13.2775,   5.5526,   8.8834,   6.7205,   5.0419,   5.8023,   3.9400,   2.5093,   7.9176,   7.4156,  12.4830,   9.8921,  11.4839,   8.6989,   6.8867,   4.3732,   9.1832,   7.5640,   6.9233,   8.0044,   9.4496,   8.2597,   5.3846,   4.5947,   3.1663,   4.0640,   6.8019,   3.3588,   5.6669,  11.2821,  12.1013,   9.5089,   5.1462,   7.3902,   3.6763,   2.4468,   5.6251,   5.8071,   3.4941,   8.3736,   7.4709,   6.4348,   6.1033,   6.8059,   7.1495,  10.0333,   6.1997,   7.2553,   5.9284,   8.9992,   8.5212,   3.1305,   5.9905,   4.6992,   3.7050,   4.6054,   8.9461,   7.4643,   5.2615,   7.4525,   8.1537,   6.5804,   7.5345,   3.2501,   6.4861,   5.0131,   8.6617,   7.7655,   6.5597,   8.1428,   5.5364,   7.9841,   4.4906,   3.6350,   5.2003,   3.7252,   3.8621,   5.2704,   6.9075,   5.2226,   5.4987,   4.1116,   4.1998,   7.8769,   0.3592,   3.0011,   4.8349,   4.9884,   4.2909,   2.6182,   3.8516,   3.5173
200910,  -9.4875,  -5.7632,  -3.4231,  -3.0698,  -5.4989,  -6.0375,  -3.9552,  -6.0654,  -2.0286,  -4.3980, -13.8742,  -6.9965,  -6.0827,  -4.0357,  -8.0461,  -6.7768,  -8.7529,  -6.4676,  -6.1499,  -9.5569, -12.3649,  -6.3064,  -8.1688,  -6.8433,  -6.9827,  -5.5829,  -6.9489,  -8.1464,  -5.4691,  -6.1899, -14.7539,  -4.4152, -11.7241,  -4.6493,  -4.4362,  -3.0647,  -5.1850,  -5.4787,  -6.2901,  -7.9414, -13.3301,  -9.9902,  -5.3010,  -5.4507,  -1.8473,  -3.9192,  -3.4105,  -4.1362,  -5.3673,  -4.4750, -12.9183,  -6.3483,  -6.6277,  -1.9323,  -5.1231,  -4.7358,  -2.0183,  -3.6100,  -2.8513,  -3.2899, -12.7310,  -9.6128,  -0.7368,  -5.1067,  -8.5990,  -2.6775,  -2.7489,  -3.2696,  -1.8198,  -4.9143,  -7.8834,  -5.1109,  -9.0864,  -4.9321,  -4.1480,  -4.0938,  -1.0842,  -1.9287,  -3.2713,  -4.6625,  -6.3039,  -3.3636,  -4.2313,  -2.3078,  -4.5044,  -3.2894,  -3.3211,  -3.3838,  -1.4913,  -1.5962,  -3.5327,  -3.6622,  -2.4343,  -1.5794,  -6.0610,  -2.8441,  -2.3847,   0.3779,  -1.7696,   0.5145
200911,   0.5037,  -0.5511,   1.7194,  -1.6628,   0.1558,   0.0656,  -1.8940,   5.0509,   2.4101,  -4.0255,   1.6031,   0.9506,   0.2044,   1.3501,   2.5072,   0.5992,  -0.0758,  -0.3868,   3.0883,  -2.0874,   1.7617,   2.1175,   3.0736,   1.3324,   1.2194,   1.7303,  -0.4304,   4.1058,   2.8772,   6.7117,   1.1392,   5.2883,   3.5935,   1.2416,   1.4166,   5.2089,   1.5531,   0.5673,   1.8553,  -1.0553,   2.8756,   5.8294,   2.2263,   1.9948,   1.9741,   0.9630,   6.0673,   3.2916,   5.6670,   1.8682,   3.8767,   4.4862,   4.5588,   6.1798,   4.2987,   2.4526,   4.9425,   3.4144,   6.5658,   1.5720,   8.8884,   7.5664,   5.3800,   3.6685,   5.1956,   2.8940,   5.1336,   2.6199,   4.3048,   8.7177,  -0.8017,   5.2029,   3.2019,   6.9501,   0.3271,   5.2045,   0.9790,   6.0568,   7.8464,   1.3218,   2.9120,   3.1220,   5.5130,   3.7090,   5.3880,   6.8798,   2.8168,   4.7345,   3.2853,   4.8765,   5.5035,   3.0515,   5.9308,   3.0052,   7.5750,   6.9744,   8.8638,   8.4891,   6.8725,   7.7488
200912,   6.0299,   4.5154,   6.5287,   6.1430,   4.1868,   4.1799,   1.9473,   4.3374,   6.3696,   7.7443,   9.0149,   9.8953,   7.0617,   7.7162,   7.6913,   8.9832,   9.5375,   8.5597,  10.6239,  12.1198,   8.7302,   9.1058,  10.5087,   9.1466,   4.7665,  10.2048,   5.8099,   8.2304,  10.4567,  11.8841,  11.8546,   7.0231,   6.1890,   9.3084,   7.9359,   6.5975,   9.0193,   9.2634,  10.2826,  11.5934,   6.6083,   7.5691,   7.5650,   9.3833,   4.0003,   9.1126,   7.9967,   7.4697,   8.8889,   5.7750,   9.8753,   4.6526,   8.1444,   7.6669,   5.9155,   7.1922,   8.5303,   6.7821,   8.5627,   6.3631,   7.1197,   5.3275,   6.3828,   7.0900,   3.8918,   5.8057,   5.9343,   8.6992,   3.3678,   4.2288,   8.2143,   9.0951,   5.5995,   6.6881,   7.4067,   5.7603,   5.8299,   6.9370,   6.2214,   6.0905,   5.6352,   3.6113,   4.7879,   7.0804,   6.4303,   3.7233,   5.5205,   4.7729,   3.9627,   3.4494,  -3.9155,   0.9163,   3.0754,   2.8708,   3.8875,   2.4594,   2.7505,   1.6386,   3.1376,   0.1694
201001,   4.0392,   3.3938,   4.1640,   1.1231,  -0.0562,   1.5498,  -4.1903,  -0.2633,  -0.1109,   2.9000,  -4.9988,  -3.3812,  -1.8551,  -6.2205,  -3.2872,  -2.2895,  -3.5740,  -5.9239,  -6.8713,  -4.5332,  -2.0502,  -1.2595,  -2.8946,  -1.4684,  -1.8649,  -5.0491,  -3.7595,  -5.4033,  -0.5118,  -2.9821,  -4.2589,  -5.3448,  -0.1276,  -4.0205,  -1.6776,  -3.1746,   0.9489,  -4.1776,   1.5155,   0.0191,   0.5130,  -3.3126,  -4.3201,  -2.3017,  -2.0123,  -2.9525,  -4.0471,  -7.2660,  -5.4273,  -2.0649,   1.5969,  -0.6473,  -5.4927,   0.2731,  -4.3500,  -4.1330,  -5.5768,  -2.5065,  -4.7186,  -4.9659,  -3.3452,   1.9704,  -5.3206,  -3.4012,  -2.0744,  -0.9715,  -4.7498,  -4.0310,  -5.7157,  -5.3539,   1.7879,  -2.5775,   0.6759,  -3.6320,  -7.8558,  -2.5794,  -2.5204,  -4.9191,  -2.7506,  -6.2339,  -1.6169,  -4.5606,  -3.9185,  -2.3629,  -2.5461,  -0.1840,  -3.7002,  -4.0440,  -4.6829,  -1.6790,  -6.8623,  -5.8633,  -0.1241,  -3.8125,  -2.7641,  -3.4442,  -4.6017,  -3.1138,  -4.6645,  -2.0146
201002,   2.6789,   2.5735,   4.5553,   2.6227,   2.5113,   2.1960,   1.7263,   3.9073,   0.6139,   1.9287,   6.1062,   5.8043,   4.9713,   5.9791,   3.2644,   2.8985,   5.4579,   5.1186,  10.6460,   9.4959,   1.7420,   6.3720,   4.8492,   2.0781,   4.5246,   2.9923,   3.1599,  -5.0628,   6.1256,   7.5249,  -0.9163,   4.3545,   4.9840,   6.7360,   2.7919,   3.6776,   3.0854,   4.8098,   5.0328,   4.5455,   2.9688,   6.8916,   2.9263,   5.8851,   4.3395,   3.6853,   6.9047,   7.1520,   4.6961,   7.9392,  -1.0532,   6.4675,   6.1773,   3.8231,   1.7867,   4.6303,   6.9418,   2.7661,   7.1385,   6.8342,   3.1789,   5.2378,   5.0870,   4.4539,   0.1454,   4.9177,   4.5710,   4.8358,   3.8583,   5.8449,   5.5701,   4.9430,   5.2496,   2.8254,   5.0995,   2.5715,   2.5392,   9.2166,   9.3786,   5.7497,   2.5863,   4.1795,   2.7943,   3.4873,   7.3798,   5.1237,   6.7987,   3.9709,   2.4189,   2.1835,   5.6187,   2.8395,   2.7105,   4.5190,   2.6876,   2.3555,   2.3800,   2.9636,   2.8599,   3.9773
201003,   8.0682,   6.4311,   8.4081,   8.7613,   7.5097,   6.8234,   4.8028,  15.1278,   4.8167,  12.3593,   9.8112,   8.2047,   9.4403,   6.1593,   7.4170,   9.4950,  13.7168,   2.2744,   3.0039,  10.4137,   8.8912,   8.0718,   8.1735,   6.3228,   7.2850,   9.7103,   8.4320,   7.8014,   8.1285,   5.5661,   4.5773,   8.6175,  10.6403,   8.6727,   6.5499,   9.8579,   9.3047,  10.9073,  10.2758,   9.2521,  10.2742,   9.2012,   7.3835,   3.8484,   5.7113,   5.0498,   6.7840,   9.5371,   8.9326,  14.6739,   8.6009,   7.7911,   8.2173,   8.7035,  12.2648,   7.4073,   7.7046,   9.5760,   8.6656,   6.8337,   4.3866,   7.8489,   4.3112,   6.1857,   7.9938,   7.1567,   5.3134,   6.9059,   9.4812,   8.5512,   9.2387,   7.0047,   8.6045,  10.3150,   5.4174,   8.6441,   9.4770,   5.4262,  10.3337,   6.9473,   6.5538,   7.7958,   6.8482,   3.3681,   4.3095,   7.1333,   4.3389,   5.7990,   5.3546,   6.1122,   8.6882,   5.6513,   5.3257,   4.1131,  11.2190,   5.2387,   5.2439,   5.9797,   5.2361,   5.5995
